water,carbohydrates,zinc,vitamin D,vitamin B12,vitamin C,calcium,iron,density,fatty acid,vitamin K,vitamin E,protein,quality
8.3,0.53,0.64,0,1.4,0.07,6,14,0.99593,0.64,0.07,0.53,10,6
5.4,0.42,0.64,0.27,2,0.092,23,55,0.99471,0.64,0.092,0.42,12.3,7
7.9,0.33,0.71,0.41,1.5,0.056,6,35,0.99396,0.71,0.056,0.33,11,6
8.9,0.24,0.59,0.39,1.6,0.074,3,10,0.99698,0.59,0.074,0.24,9.5,6
5,0.4,0.66,0.5,4.3,0.046,29,80,0.9902,0.66,0.046,0.4,13.6,6
7,0.69,0.6,0.07,2.5,0.091,15,21,0.99572,0.6,0.091,0.69,11.3,6
7,0.69,0.6,0.07,2.5,0.091,15,21,0.99572,0.6,0.091,0.69,11.3,6
7,0.69,0.6,0.07,2.5,0.091,15,21,0.99572,0.6,0.091,0.69,11.3,6
7.1,0.39,0.53,0.12,2.1,0.065,14,24,0.99252,0.53,0.065,0.39,13.3,6
5.6,0.66,0.58,0,2.5,0.066,7,15,0.99256,0.58,0.066,0.66,12.9,5
7.9,0.54,0.72,0.34,2.5,0.076,8,17,0.99235,0.72,0.076,0.54,13.1,8
6.6,0.5,0.55,0,1.8,0.062,21,28,0.99352,0.55,0.062,0.5,12.3,6
6.3,0.47,0.48,0,1.4,0.055,27,33,0.9922,0.48,0.055,0.47,12.3,6
10.7,0.4,0.65,0.37,1.9,0.081,17,29,0.99674,0.65,0.081,0.4,11.2,6
6.5,0.58,0.62,0,2.2,0.096,3,13,0.99557,0.62,0.096,0.58,11.5,4
8.8,0.24,0.59,0.35,1.7,0.055,13,27,0.99394,0.59,0.055,0.24,11.3,7
5.8,0.29,0.54,0.26,1.7,0.063,3,11,0.9915,0.54,0.063,0.29,13.5,6
6.3,0.76,0.6,0,2.9,0.072,26,52,0.99379,0.6,0.072,0.76,11.5,6
10,0.43,0.68,0.33,2.7,0.095,28,89,0.9984,0.68,0.095,0.43,10,5
10.5,0.43,0.69,0.35,3.3,0.092,24,70,0.99798,0.69,0.092,0.43,10.5,6
9.1,0.6,0.63,0,1.9,0.058,5,10,0.9977,0.63,0.058,0.6,10.4,6
5.9,0.19,0.44,0.21,1.7,0.045,57,135,0.99341,0.44,0.045,0.19,9.5,5
7.4,0.36,0.88,0.34,1.8,0.075,18,38,0.9933,0.88,0.075,0.36,13.6,7
7.2,0.48,0.68,0.07,5.5,0.089,10,18,0.99684,0.68,0.089,0.48,11.2,7
8.5,0.28,0.74,0.35,1.7,0.061,6,15,0.99524,0.74,0.061,0.28,11.8,7
8,0.25,0.6,0.43,1.7,0.067,22,50,0.9946,0.6,0.067,0.25,11.9,6
10.4,0.52,0.76,0.45,2,0.08,6,13,0.99774,0.76,0.08,0.52,11.4,6
10.4,0.52,0.76,0.45,2,0.08,6,13,0.99774,0.76,0.08,0.52,11.4,6
7.5,0.41,0.58,0.15,3.7,0.104,29,94,0.99786,0.58,0.104,0.41,9.1,5
8.2,0.51,0.64,0.24,2,0.079,16,86,0.99764,0.64,0.079,0.51,9.5,6
7.3,0.4,0.65,0.3,1.7,0.08,33,79,0.9969,0.65,0.08,0.4,9.5,6
8.2,0.38,0.85,0.32,2.5,0.08,24,71,0.99624,0.85,0.08,0.38,11,6
6.9,0.45,0.65,0.11,2.4,0.043,6,12,0.99354,0.65,0.043,0.45,11.4,6
7,0.22,0.82,0.3,1.8,0.065,16,20,0.99672,0.82,0.065,0.22,10,6
7.3,0.32,0.62,0.23,2.3,0.066,35,70,0.99588,0.62,0.066,0.32,10.1,5
8.2,0.2,0.81,0.43,2.5,0.076,31,51,0.99672,0.81,0.076,0.2,10.4,6
7.8,0.5,0.87,0.12,1.8,0.178,6,21,0.996,0.87,0.178,0.5,9.8,6
10,0.41,0.49,0.45,6.2,0.071,6,14,0.99702,0.49,0.071,0.41,11.8,7
7.8,0.39,0.66,0.42,2,0.086,9,21,0.99526,0.66,0.086,0.39,11.6,6
10,0.35,0.52,0.47,2,0.061,6,11,0.99585,0.52,0.061,0.35,12,6
8.2,0.33,0.76,0.32,2.8,0.067,4,12,0.99473,0.76,0.067,0.33,12.8,7
6.1,0.58,0.65,0.23,2.5,0.044,16,70,0.99352,0.65,0.044,0.58,12.5,6
8.3,0.6,0.53,0.25,2.2,0.118,9,38,0.99616,0.53,0.118,0.6,9.8,5
9.6,0.42,0.66,0.35,2.1,0.083,17,38,0.99622,0.66,0.083,0.42,11.1,6
6.6,0.58,0.68,0,2.2,0.1,50,63,0.99544,0.68,0.1,0.58,11.4,6
8.3,0.6,0.53,0.25,2.2,0.118,9,38,0.99616,0.53,0.118,0.6,9.8,5
8.5,0.18,0.76,0.51,1.75,0.071,45,88,0.99524,0.76,0.071,0.18,11.8,7
5.1,0.51,0.87,0.18,2.1,0.042,16,101,0.9924,0.87,0.042,0.51,12.9,7
6.7,0.41,1.16,0.43,2.8,0.076,22,54,0.99572,1.16,0.076,0.41,10.6,6
10.2,0.41,0.67,0.43,2.2,0.11,11,37,0.99728,0.67,0.11,0.41,10.8,5
10.6,0.36,0.72,0.57,2.3,0.087,6,20,0.99676,0.72,0.087,0.36,11.1,7
8.8,0.45,0.75,0.43,1.4,0.076,12,21,0.99551,0.75,0.076,0.45,10.2,6
8.5,0.32,0.71,0.42,2.3,0.075,12,19,0.99434,0.71,0.075,0.32,11.8,7
9,0.785,0.67,0.24,1.7,0.078,10,21,0.99692,0.67,0.078,0.785,10,5
9,0.785,0.67,0.24,1.7,0.078,10,21,0.99692,0.67,0.078,0.785,10,5
8.5,0.44,1.1,0.5,1.9,0.369,15,38,0.99634,1.1,0.369,0.44,9.4,5
9.9,0.54,0.98,0.26,2,0.111,7,60,0.99709,0.98,0.111,0.54,10.2,5
8.2,0.33,0.88,0.39,2.5,0.074,29,48,0.99528,0.88,0.074,0.33,12.4,7
6.5,0.34,0.56,0.27,2.8,0.067,8,44,0.99384,0.56,0.067,0.34,12,6
7.6,0.5,0.62,0.29,2.3,0.086,5,14,0.99502,0.62,0.086,0.5,11.5,6
9.2,0.36,0.67,0.34,1.6,0.062,5,12,0.99667,0.67,0.062,0.36,10.5,6
7.1,0.59,0.68,0,2.2,0.078,26,44,0.99522,0.68,0.078,0.59,10.8,6
9.7,0.42,0.74,0.46,2.1,0.074,5,16,0.99649,0.74,0.074,0.42,12.3,6
7.6,0.36,0.62,0.31,1.7,0.079,26,65,0.99716,0.62,0.079,0.36,9.5,6
7.6,0.36,0.62,0.31,1.7,0.079,26,65,0.99716,0.62,0.079,0.36,9.5,6
6.5,0.61,0.7,0,2.2,0.095,48,59,0.99541,0.7,0.095,0.61,11.5,6
6.5,0.88,0.5,0.03,5.6,0.079,23,47,0.99572,0.5,0.079,0.88,11.2,4
7.1,0.66,0.66,0,2.4,0.052,6,11,0.99318,0.66,0.052,0.66,12.7,7
5.6,0.915,0.73,0,2.1,0.041,17,78,0.99346,0.73,0.041,0.915,11.4,5
8.2,0.35,0.81,0.33,2.4,0.076,11,47,0.99599,0.81,0.076,0.35,11,6
8.2,0.35,0.81,0.33,2.4,0.076,11,47,0.99599,0.81,0.076,0.35,11,6
9.8,0.39,0.46,0.43,1.65,0.068,5,11,0.99478,0.46,0.068,0.39,11.4,5
10.2,0.4,0.86,0.4,2.5,0.068,41,54,0.99754,0.86,0.068,0.4,10.5,6
6.8,0.66,0.6,0.07,1.6,0.07,16,61,0.99572,0.6,0.07,0.66,9.3,5
6.7,0.64,0.7,0.23,2.1,0.08,11,119,0.99538,0.7,0.08,0.64,10.9,5
7,0.43,0.46,0.3,2,0.085,6,39,0.99346,0.46,0.085,0.43,11.9,6
6.6,0.8,0.5,0.03,7.8,0.079,6,12,0.9963,0.5,0.079,0.8,12.2,5
7,0.43,0.46,0.3,2,0.085,6,39,0.99346,0.46,0.085,0.43,11.9,6
6.7,0.64,0.7,0.23,2.1,0.08,11,119,0.99538,0.7,0.08,0.64,10.9,5
8.8,0.955,0.44,0.05,1.8,0.075,5,19,0.99616,0.44,0.075,0.955,9.6,4
9.1,0.4,0.57,0.57,4.6,0.08,6,20,0.99652,0.57,0.08,0.4,12.5,6
6.5,0.885,0.51,0,2.3,0.166,6,12,0.99551,0.51,0.166,0.885,10.8,5
7.2,0.25,0.8,0.37,2.5,0.063,11,41,0.99439,0.8,0.063,0.25,12.4,7
6.4,0.885,0.51,0,2.3,0.166,6,12,0.99551,0.51,0.166,0.885,10.8,5
7,0.745,0.59,0.12,1.8,0.114,15,64,0.99588,0.59,0.114,0.745,9.5,6
6.2,0.43,0.6,0.22,1.8,0.078,21,56,0.99633,0.6,0.078,0.43,9.5,6
7.9,0.58,0.58,0.23,2.3,0.076,23,94,0.99686,0.58,0.076,0.58,9.5,6
7.7,0.57,0.54,0.21,1.5,0.069,4,9,0.99458,0.54,0.069,0.57,9.8,6
7.7,0.26,0.79,0.26,2,0.052,19,77,0.9951,0.79,0.052,0.26,10.9,6
7.9,0.58,0.58,0.23,2.3,0.076,23,94,0.99686,0.58,0.076,0.58,9.5,6
7.7,0.57,0.54,0.21,1.5,0.069,4,9,0.99458,0.54,0.069,0.57,9.8,6
7.9,0.34,0.54,0.36,1.9,0.065,5,10,0.99419,0.54,0.065,0.34,11.2,7
8.6,0.42,0.69,0.39,1.8,0.068,6,12,0.99516,0.69,0.068,0.42,11.7,8
9.9,0.74,0.55,0.19,5.8,0.111,33,76,0.99878,0.55,0.111,0.74,9.4,5
7.2,0.36,0.85,0.46,2.1,0.074,24,44,0.99534,0.85,0.074,0.36,11,7
7.2,0.36,0.85,0.46,2.1,0.074,24,44,0.99534,0.85,0.074,0.36,11,7
7.2,0.36,0.85,0.46,2.1,0.074,24,44,0.99534,0.85,0.074,0.36,11,7
9.9,0.72,0.94,0.55,1.7,0.136,24,52,0.99752,0.94,0.136,0.72,10,5
7.2,0.36,0.85,0.46,2.1,0.074,24,44,0.99534,0.85,0.074,0.36,11,7
6.2,0.39,0.87,0.43,2,0.071,14,24,0.99428,0.87,0.071,0.39,11.2,7
6.8,0.65,0.62,0.02,2.1,0.078,8,15,0.99498,0.62,0.078,0.65,10.4,6
6.6,0.44,0.62,0.15,2.1,0.076,22,53,0.9957,0.62,0.076,0.44,9.3,5
6.8,0.65,0.62,0.02,2.1,0.078,8,15,0.99498,0.62,0.078,0.65,10.4,6
9.6,0.38,0.75,0.42,1.9,0.071,5,13,0.99659,0.75,0.071,0.38,10.5,6
10.2,0.33,0.48,0.46,1.9,0.081,6,9,0.99628,0.48,0.081,0.33,10.4,6
8.8,0.27,0.56,0.46,2.1,0.095,20,29,0.99488,0.56,0.095,0.27,11.3,6
7.9,0.57,0.69,0.31,2,0.079,10,79,0.99677,0.69,0.079,0.57,9.5,6
8.2,0.34,0.81,0.37,1.9,0.057,43,74,0.99408,0.81,0.057,0.34,12,6
8.2,0.4,0.69,0.31,1.9,0.082,8,24,0.996,0.69,0.082,0.4,10.6,6
9,0.39,0.83,0.4,1.3,0.044,25,50,0.99478,0.83,0.044,0.39,10.9,6
10.9,0.32,0.77,0.52,1.8,0.132,17,44,0.99734,0.77,0.132,0.32,11.5,6
10.9,0.32,0.77,0.52,1.8,0.132,17,44,0.99734,0.77,0.132,0.32,11.5,6
8.1,0.53,0.46,0.22,2.2,0.078,33,89,0.99678,0.46,0.078,0.53,9.6,6
10.5,0.36,0.76,0.47,2.2,0.074,9,23,0.99638,0.76,0.074,0.36,12,6
12.6,0.39,0.82,0.49,2.5,0.08,8,20,0.9992,0.82,0.08,0.39,10.3,6
9.2,0.46,0.51,0.23,2.6,0.091,18,77,0.99922,0.51,0.091,0.46,9.4,5
7.5,0.58,0.47,0.03,4.1,0.08,27,46,0.99592,0.47,0.08,0.58,9.2,5
9,0.58,0.72,0.25,2,0.104,8,21,0.99769,0.72,0.104,0.58,9.6,5
5.1,0.42,0.73,0,1.8,0.044,18,88,0.99157,0.73,0.044,0.42,13.6,7
7.6,0.43,0.64,0.29,2.1,0.075,19,66,0.99718,0.64,0.075,0.43,9.5,5
7.7,0.18,0.78,0.34,2.7,0.066,15,58,0.9947,0.78,0.066,0.18,11.8,6
7.8,0.815,0.62,0.01,2.6,0.074,48,90,0.99621,0.62,0.074,0.815,10.8,5
7.6,0.43,0.64,0.29,2.1,0.075,19,66,0.99718,0.64,0.075,0.43,9.5,5
10.2,0.23,0.49,0.37,2.2,0.057,14,36,0.99614,0.49,0.057,0.23,9.3,4
7.1,0.75,0.4,0.01,2.2,0.059,11,18,0.99242,0.4,0.059,0.75,12.8,6
6,0.33,0.56,0.32,12.9,0.054,6,113,0.99572,0.56,0.054,0.33,11.5,4
7.8,0.55,0.64,0,1.7,0.07,7,17,0.99659,0.64,0.07,0.55,9.4,6
7.1,0.75,0.4,0.01,2.2,0.059,11,18,0.99242,0.4,0.059,0.75,12.8,6
8.1,0.73,0.46,0,2.5,0.081,12,24,0.99798,0.46,0.081,0.73,9.6,4
6.5,0.67,0.56,0,4.3,0.057,11,20,0.99488,0.56,0.057,0.67,11.8,4
7.5,0.61,0.4,0.2,1.7,0.076,36,60,0.99494,0.4,0.076,0.61,9.3,5
9.8,0.37,0.59,0.39,2.5,0.079,28,65,0.99729,0.59,0.079,0.37,9.8,5
9,0.4,0.6,0.41,2,0.058,15,40,0.99414,0.6,0.058,0.4,12.2,6
8.3,0.56,0.62,0.22,2.4,0.082,10,86,0.9983,0.62,0.082,0.56,9.5,5
5.9,0.29,0.54,0.25,13.4,0.067,72,160,0.99721,0.54,0.067,0.29,10.3,6
7.4,0.55,0.68,0.19,1.8,0.082,15,34,0.99655,0.68,0.082,0.55,10.5,5
7.4,0.74,0.48,0.07,1.7,0.086,15,48,0.99502,0.48,0.086,0.74,10,5
7.4,0.55,0.68,0.19,1.8,0.082,15,34,0.99655,0.68,0.082,0.55,10.5,5
6.9,0.41,0.75,0.33,2.2,0.081,22,36,0.9949,0.75,0.081,0.41,11.1,6
7.1,0.6,0.61,0.01,2.3,0.079,24,37,0.99514,0.61,0.079,0.6,10.9,6
7.1,0.6,0.61,0.01,2.3,0.079,24,37,0.99514,0.61,0.079,0.6,10.9,6
7.5,0.58,0.59,0.14,2.2,0.077,27,60,0.9963,0.59,0.077,0.58,9.8,5
7.1,0.72,0.58,0,1.8,0.123,6,14,0.99627,0.58,0.123,0.72,9.8,5
7.9,0.66,0.58,0,1.4,0.096,6,13,0.99569,0.58,0.096,0.66,9.5,5
7.8,0.7,0.69,0.06,1.9,0.079,20,35,0.99628,0.69,0.079,0.7,10.9,5
6.1,0.64,0.45,0.02,2.4,0.069,26,46,0.99358,0.45,0.069,0.64,11,5
7.5,0.59,0.42,0.22,1.8,0.082,43,60,0.99499,0.42,0.082,0.59,9.2,5
7,0.58,0.7,0.28,4.8,0.085,12,69,0.99633,0.7,0.085,0.58,11,6
6.8,0.64,0.63,0,2.7,0.123,15,33,0.99538,0.63,0.123,0.64,11.3,6
6.8,0.64,0.63,0,2.7,0.123,15,33,0.99538,0.63,0.123,0.64,11.3,6
8.6,0.635,1.15,0.68,1.8,0.403,19,56,0.99632,1.15,0.403,0.635,9.3,5
6.3,1.02,0.55,0,2,0.083,17,24,0.99437,0.55,0.083,1.02,11.2,4
9.8,0.45,0.58,0.38,2.5,0.081,34,66,0.99726,0.58,0.081,0.45,9.8,5
8.2,0.78,0.46,0,2.2,0.089,13,26,0.9978,0.46,0.089,0.78,9.6,4
8.5,0.37,0.72,0.32,1.8,0.066,26,51,0.99456,0.72,0.066,0.37,11.8,6
7.2,0.57,0.6,0.05,2.3,0.081,16,36,0.99564,0.6,0.081,0.57,10.3,6
7.2,0.57,0.6,0.05,2.3,0.081,16,36,0.99564,0.6,0.081,0.57,10.3,6
10.4,0.43,0.87,0.5,2.3,0.068,13,19,0.996,0.87,0.068,0.43,11.4,6
6.9,0.41,0.55,0.31,2,0.079,21,51,0.99668,0.55,0.079,0.41,9.5,6
5.5,0.49,0.82,0.03,1.8,0.044,28,87,0.9908,0.82,0.044,0.49,14,8
5,0.38,0.75,0.01,1.6,0.048,26,60,0.99084,0.75,0.048,0.38,14,6
7.3,0.44,0.57,0.2,1.6,0.049,24,64,0.9935,0.57,0.049,0.44,11.7,6
5.9,0.46,0.53,0,1.9,0.077,25,44,0.99385,0.53,0.077,0.46,11.2,5
7.5,0.58,0.43,0.2,2,0.073,34,44,0.99494,0.43,0.073,0.58,9.3,5
7.8,0.58,0.53,0.13,2.1,0.102,17,36,0.9944,0.53,0.102,0.58,11.2,6
8,0.715,0.54,0.22,2.3,0.075,13,81,0.99688,0.54,0.075,0.715,9.5,6
8.5,0.4,0.56,0.4,6.3,0.05,3,10,0.99566,0.56,0.05,0.4,12,4
7,0.69,0.6,0,1.9,0.114,3,10,0.99636,0.6,0.114,0.69,9.7,6
8,0.715,0.54,0.22,2.3,0.075,13,81,0.99688,0.54,0.075,0.715,9.5,6
9.8,0.3,0.57,0.39,1.7,0.062,3,9,0.9948,0.57,0.062,0.3,11.5,7
7.1,0.46,0.64,0.2,1.9,0.077,28,54,0.9956,0.64,0.077,0.46,10.4,6
7.1,0.46,0.64,0.2,1.9,0.077,28,54,0.9956,0.64,0.077,0.46,10.4,6
7.9,0.765,0.68,0,2,0.084,9,22,0.99619,0.68,0.084,0.765,10.9,6
8.7,0.63,0.63,0.28,2.7,0.096,17,69,0.99734,0.63,0.096,0.63,10.2,6
7,0.42,0.56,0.19,2.3,0.071,18,36,0.99476,0.56,0.071,0.42,10.9,5
11.3,0.37,0.57,0.5,1.8,0.09,20,47,0.99734,0.57,0.09,0.37,10.5,5
7.1,0.16,0.54,0.44,2.5,0.068,17,31,0.99328,0.54,0.068,0.16,12.4,6
8,0.6,0.37,0.08,2.6,0.056,3,7,0.99286,0.37,0.056,0.6,13,5
7,0.6,1.17,0.3,4.5,0.068,20,110,0.99914,1.17,0.068,0.6,10.2,5
7,0.6,1.17,0.3,4.5,0.068,20,110,0.99914,1.17,0.068,0.6,10.2,5
7.6,0.74,0.59,0,1.9,0.1,6,12,0.99521,0.59,0.1,0.74,11,5
8.2,0.635,0.75,0.1,2.1,0.073,25,60,0.99638,0.75,0.073,0.635,10.9,6
5.9,0.395,0.67,0.13,2.4,0.056,14,28,0.99362,0.67,0.056,0.395,12.4,6
7.5,0.755,0.49,0,1.9,0.084,6,12,0.99672,0.49,0.084,0.755,9.7,4
8.2,0.635,0.75,0.1,2.1,0.073,25,60,0.99638,0.75,0.073,0.635,10.9,6
6.6,0.63,0.45,0,4.3,0.093,51,77.5,0.99558,0.45,0.093,0.63,9.5,5
6.6,0.63,0.45,0,4.3,0.093,51,77.5,0.99558,0.45,0.093,0.63,9.5,5
7.2,0.53,0.61,0.14,2.1,0.064,15,29,0.99323,0.61,0.064,0.53,12.1,6
5.7,0.6,0.56,0,1.4,0.063,11,18,0.99191,0.56,0.063,0.6,12.2,6
7.6,1.58,0.4,0,2.1,0.137,5,9,0.99476,0.4,0.137,1.58,10.9,3
5.2,0.645,0.61,0,2.15,0.08,15,28,0.99444,0.61,0.08,0.645,12.5,6
6.7,0.86,0.74,0.07,2,0.1,20,57,0.99598,0.74,0.1,0.86,11.7,6
9.1,0.37,0.8,0.32,2.1,0.064,4,15,0.99576,0.8,0.064,0.37,11.2,6
8,0.28,0.66,0.44,1.8,0.081,28,68,0.99501,0.66,0.081,0.28,11.2,5
7.6,0.79,0.44,0.21,2.3,0.087,21,68,0.9955,0.44,0.087,0.79,9.2,5
7.5,0.61,0.53,0.26,1.9,0.073,24,88,0.99612,0.53,0.073,0.61,9.8,5
9.7,0.69,0.62,0.32,2.5,0.088,22,91,0.9979,0.62,0.088,0.69,10.1,5
6.8,0.68,0.52,0.09,3.9,0.068,15,29,0.99524,0.52,0.068,0.68,11.1,4
9.7,0.69,0.62,0.32,2.5,0.088,22,91,0.9979,0.62,0.088,0.69,10.1,5
7,0.62,0.61,0.1,1.4,0.071,27,63,0.996,0.61,0.071,0.62,9.2,5
7.5,0.61,0.53,0.26,1.9,0.073,24,88,0.99612,0.53,0.073,0.61,9.8,5
6.5,0.51,0.59,0.15,3,0.064,12,27,0.9929,0.59,0.064,0.51,12.8,6
8,1.18,0.47,0.21,1.9,0.083,14,41,0.99532,0.47,0.083,1.18,10.5,5
7,0.36,0.54,0.21,2.3,0.086,20,65,0.99558,0.54,0.086,0.36,10.1,6
7,0.36,0.53,0.21,2.4,0.086,24,69,0.99556,0.53,0.086,0.36,10.1,6
7.5,0.63,0.58,0.27,2,0.083,17,91,0.99616,0.58,0.083,0.63,9.8,6
5.4,0.74,0.59,0,1.2,0.041,16,46,0.99258,0.59,0.041,0.74,12.5,6
9.9,0.44,0.69,0.46,2.2,0.091,10,41,0.99638,0.69,0.091,0.44,11.9,6
7.5,0.63,0.58,0.27,2,0.083,17,91,0.99616,0.58,0.083,0.63,9.8,6
9.1,0.76,1.33,0.68,1.7,0.414,18,64,0.99652,1.33,0.414,0.76,9.1,6
9.7,0.66,0.66,0.34,2.6,0.094,12,88,0.99796,0.66,0.094,0.66,10.1,5
5,0.74,0.59,0,1.2,0.041,16,46,0.99258,0.59,0.041,0.74,12.5,6
9.1,0.34,0.55,0.42,1.8,0.058,9,18,0.99392,0.55,0.058,0.34,11.4,5
9.1,0.36,0.82,0.39,1.8,0.06,21,55,0.99495,0.82,0.06,0.36,11,7
6.7,0.46,0.6,0.24,1.7,0.077,18,34,0.9948,0.6,0.077,0.46,10.6,6
6.7,0.46,0.6,0.24,1.7,0.077,18,34,0.9948,0.6,0.077,0.46,10.6,6
6.7,0.46,0.6,0.24,1.7,0.077,18,34,0.9948,0.6,0.077,0.46,10.6,6
6.7,0.46,0.6,0.24,1.7,0.077,18,34,0.9948,0.6,0.077,0.46,10.6,6
6.5,0.52,0.52,0.11,1.8,0.073,13,38,0.9955,0.52,0.073,0.52,9.3,5
7.4,0.6,0.56,0.26,2.1,0.083,17,91,0.99616,0.56,0.083,0.6,9.8,6
7.4,0.6,0.56,0.26,2.1,0.083,17,91,0.99616,0.56,0.083,0.6,9.8,6
7.8,0.87,0.46,0.26,3.8,0.107,31,67,0.99668,0.46,0.107,0.87,9.2,5
8.4,0.39,0.43,0.1,1.7,0.075,6,25,0.99581,0.43,0.075,0.39,9.7,6
9.1,0.775,0.51,0.22,2.2,0.079,12,48,0.9976,0.51,0.079,0.775,9.6,5
7.2,0.835,0.52,0,2,0.166,4,11,0.99608,0.52,0.166,0.835,10,5
6.6,0.58,0.66,0.02,2.4,0.069,19,40,0.99387,0.66,0.069,0.58,12.6,6
6,0.5,0.45,0,1.4,0.057,15,26,0.99448,0.45,0.057,0.5,9.5,5
6,0.5,0.45,0,1.4,0.057,15,26,0.99448,0.45,0.057,0.5,9.5,5
6,0.5,0.45,0,1.4,0.057,15,26,0.99448,0.45,0.057,0.5,9.5,5
7.5,0.51,0.54,0.02,1.7,0.084,13,31,0.99538,0.54,0.084,0.51,10.5,6
7.5,0.51,0.54,0.02,1.7,0.084,13,31,0.99538,0.54,0.084,0.51,10.5,6
7.5,0.51,0.54,0.02,1.7,0.084,13,31,0.99538,0.54,0.084,0.51,10.5,6
7.6,0.54,0.51,0.02,1.7,0.085,17,31,0.99589,0.51,0.085,0.54,10.4,6
7.5,0.51,0.54,0.02,1.7,0.084,13,31,0.99538,0.54,0.084,0.51,10.5,6
11.5,0.42,0.53,0.48,2.6,0.077,8,20,0.99852,0.53,0.077,0.42,11,5
8.2,0.44,0.53,0.24,2.3,0.063,10,28,0.99613,0.53,0.063,0.44,10.2,6
6.1,0.59,0.56,0.01,2.1,0.056,5,13,0.99472,0.56,0.056,0.59,11.4,5
7.2,0.655,0.39,0.03,1.8,0.078,7,12,0.99587,0.39,0.078,0.655,9.5,5
7.2,0.655,0.39,0.03,1.8,0.078,7,12,0.99587,0.39,0.078,0.655,9.5,5
6.9,0.57,0.52,0,2.8,0.081,21,41,0.99518,0.52,0.081,0.57,10.8,5
9,0.6,0.57,0.29,2,0.069,32,73,0.99654,0.57,0.069,0.6,10,5
7.2,0.62,0.51,0.01,2.3,0.065,8,46,0.99332,0.51,0.065,0.62,11.8,6
7.6,0.645,0.46,0.03,1.9,0.086,14,57,0.9969,0.46,0.086,0.645,10.3,5
7.6,0.645,0.46,0.03,1.9,0.086,14,57,0.9969,0.46,0.086,0.645,10.3,5
7.2,0.58,0.52,0.03,2.3,0.077,7,28,0.99568,0.52,0.077,0.58,10,5
6.1,0.32,0.44,0.25,1.8,0.086,5,32,0.99464,0.44,0.086,0.32,10.1,5
6.1,0.34,0.44,0.25,1.8,0.084,4,28,0.99464,0.44,0.084,0.34,10.1,5
7.3,0.43,0.59,0.24,2.5,0.078,27,67,0.99648,0.59,0.078,0.43,11.1,6
7.4,0.64,0.5,0.17,5.4,0.168,52,98,0.99736,0.5,0.168,0.64,9.5,5
11.6,0.475,0.65,0.4,1.4,0.091,6,28,0.99704,0.65,0.091,0.475,10.03333333,6
9.2,0.54,0.56,0.31,2.3,0.112,11,38,0.99699,0.56,0.112,0.54,10.9,5
8.3,0.85,0.54,0.14,2.5,0.093,13,54,0.99724,0.54,0.093,0.85,10.1,5
11.6,0.475,0.65,0.4,1.4,0.091,6,28,0.99704,0.65,0.091,0.475,10.03333333,6
8,0.83,0.48,0.27,2,0.08,11,63,0.99652,0.48,0.08,0.83,9.8,4
7.2,0.605,0.53,0.02,1.9,0.096,10,31,0.995,0.53,0.096,0.605,11.8,6
7.8,0.5,0.62,0.09,2.2,0.115,10,42,0.9971,0.62,0.115,0.5,9.5,5
7.3,0.74,0.5,0.08,1.7,0.094,10,45,0.99576,0.5,0.094,0.74,9.8,5
6.9,0.54,1.18,0.3,2.2,0.088,9,105,0.99725,1.18,0.088,0.54,10.5,6
8,0.77,0.5,0.32,2.1,0.079,16,74,0.99656,0.5,0.079,0.77,9.8,6
6.6,0.61,0.37,0,1.6,0.069,4,8,0.99396,0.37,0.069,0.61,10.4,4
8.7,0.78,1.17,0.51,1.7,0.415,12,66,0.99623,1.17,0.415,0.78,9.2,5
7.5,0.58,1.03,0.56,3.1,0.153,5,14,0.99476,1.03,0.153,0.58,11.6,6
8.7,0.78,1.17,0.51,1.7,0.415,12,66,0.99623,1.17,0.415,0.78,9.2,5
7.7,0.75,0.45,0.27,3.8,0.11,34,89,0.99664,0.45,0.11,0.75,9.3,5
6.8,0.815,0.51,0,1.2,0.267,16,29,0.99471,0.51,0.267,0.815,9.8,3
7.2,0.56,0.52,0.26,2,0.083,13,100,0.99586,0.52,0.083,0.56,9.9,5
8.2,0.885,0.46,0.2,1.4,0.086,7,31,0.9946,0.46,0.086,0.885,10,5
5.2,0.49,0.62,0.26,2.3,0.09,23,74,0.9953,0.62,0.09,0.49,12.2,6
7.2,0.45,0.51,0.15,2,0.078,10,28,0.99609,0.51,0.078,0.45,9.9,6
7.5,0.57,0.62,0.02,2.6,0.077,11,35,0.99557,0.62,0.077,0.57,10.8,6
7.5,0.57,0.62,0.02,2.6,0.077,11,35,0.99557,0.62,0.077,0.57,10.8,6
6.8,0.83,0.45,0.09,1.8,0.074,4,25,0.99534,0.45,0.074,0.83,9.6,5
8,0.6,0.49,0.22,2.1,0.08,25,105,0.99613,0.49,0.08,0.6,9.9,5
8,0.6,0.49,0.22,2.1,0.08,25,105,0.99613,0.49,0.08,0.6,9.9,5
7.1,0.755,0.5,0.15,1.8,0.107,20,84,0.99593,0.5,0.107,0.755,9.5,5
8,0.81,0.42,0.25,3.4,0.076,34,85,0.99668,0.42,0.076,0.81,9.2,5
7.4,0.64,0.58,0.07,1.8,0.1,8,23,0.9961,0.58,0.1,0.64,9.6,5
7.4,0.64,0.58,0.07,1.8,0.1,8,23,0.9961,0.58,0.1,0.64,9.6,5
